age,gender,device_type,ad_position,browsing_history,time_of_day,click
55.0,Non-Binary,missing,Bottom,missing,Night,0
missing,Female,Tablet,missing,missing,Afternoon,1
22.0,Female,Desktop,Bottom,Entertainment,Morning,0
47.0,missing,Mobile,Top,Shopping,Night,0
missing,Male,Desktop,missing,missing,Morning,1
missing,missing,Desktop,Top,missing,missing,1
missing,Non-Binary,Tablet,Bottom,missing,Night,1
64.0,missing,missing,Bottom,missing,Afternoon,0
53.0,Non-Binary,Desktop,Bottom,News,Night,0
missing,Female,Desktop,Top,Education,Afternoon,0
missing,missing,missing,Bottom,missing,Evening,1
28.0,Male,Mobile,Side,missing,missing,1
missing,missing,Mobile,missing,Shopping,Night,1
missing,missing,Desktop,Bottom,missing,Morning,1
missing,Female,Desktop,Side,Shopping,missing,0
42.0,Male,Mobile,Bottom,Social Media,Morning,0
missing,missing,missing,Side,missing,Morning,1
34.0,missing,missing,Top,Shopping,missing,0
missing,missing,Tablet,missing,News,Night,1
20.0,missing,missing,Side,Education,Morning,0
missing,missing,missing,Side,Entertainment,Evening,1
31.0,missing,Desktop,Side,missing,Night,1
missing,missing,Tablet,Side,missing,Morning,1
36.0,missing,Tablet,Top,missing,Afternoon,0
missing,missing,Desktop,Top,missing,Night,0
40.0,missing,Mobile,Top,missing,Morning,0
41.0,Female,missing,Side,News,Afternoon,1
20.0,Female,Mobile,Bottom,missing,Afternoon,1
43.0,Non-Binary,Mobile,Top,Shopping,Afternoon,1
missing,Female,Desktop,Top,missing,Afternoon,0
missing,Male,Desktop,Side,Entertainment,Morning,1
missing,missing,missing,Top,Social Media,missing,1
missing,Non-Binary,missing,Bottom,missing,Evening,1
34.0,missing,Tablet,Top,Shopping,missing,0
57.0,Male,Desktop,Side,Entertainment,missing,0
56.0,missing,Tablet,Bottom,missing,Afternoon,1
58.0,missing,missing,Top,missing,Afternoon,1
40.0,missing,Desktop,missing,missing,Afternoon,1
33.0,missing,Tablet,Side,missing,Morning,1
missing,missing,missing,Side,missing,Afternoon,1
missing,missing,Desktop,Bottom,missing,Evening,1
21.0,missing,Mobile,missing,Entertainment,missing,1
missing,Non-Binary,Tablet,Top,Entertainment,Morning,1
missing,Non-Binary,Tablet,Side,Education,missing,0
51.0,missing,Mobile,Bottom,News,missing,0
61.0,missing,missing,Bottom,Entertainment,Afternoon,1
missing,Female,Desktop,missing,missing,Evening,0
64.0,missing,Mobile,Bottom,missing,Night,0
missing,Non-Binary,Tablet,Bottom,missing,Afternoon,0
missing,Non-Binary,Mobile,Top,News,Morning,0
26.0,Non-Binary,Desktop,missing,missing,Evening,1
missing,Female,missing,Bottom,Shopping,Night,1
43.0,Male,missing,Bottom,missing,Evening,1
57.0,Non-Binary,Mobile,Side,Social Media,missing,1
25.0,Female,Mobile,missing,Social Media,missing,1
18.0,Female,Tablet,Side,missing,missing,0
missing,missing,Desktop,missing,News,Night,0
19.0,missing,missing,Top,missing,Morning,1
23.0,Non-Binary,Tablet,missing,Education,Morning,1
missing,Male,Tablet,Side,missing,Night,1
49.0,missing,Tablet,Side,Shopping,Afternoon,0
29.0,Female,Desktop,missing,Shopping,Afternoon,1
56.0,missing,Desktop,Side,News,Night,0
54.0,Female,Tablet,missing,News,Evening,1
63.0,Female,Desktop,Side,missing,Evening,0
40.0,Non-Binary,Mobile,Side,Entertainment,Night,1
missing,missing,Tablet,Bottom,missing,Morning,0
22.0,Non-Binary,missing,missing,missing,Night,0
missing,missing,missing,Side,missing,Morning,1
26.0,missing,missing,Bottom,Social Media,Night,0
54.0,Female,Tablet,Top,Education,missing,1
18.0,missing,Desktop,Top,Entertainment,Night,0
missing,Non-Binary,Desktop,Top,News,missing,1
22.0,Male,Desktop,missing,Entertainment,Night,1
20.0,Female,Mobile,Top,missing,Afternoon,1
missing,Non-Binary,Desktop,Bottom,Entertainment,Night,1
missing,Female,Desktop,Bottom,Social Media,missing,1
missing,missing,Tablet,missing,missing,missing,1
48.0,missing,missing,Bottom,missing,Evening,0
missing,missing,Mobile,Bottom,missing,Evening,1
missing,Male,Desktop,missing,Social Media,Evening,1
23.0,Male,Desktop,Top,Entertainment,Afternoon,0
missing,missing,Desktop,Bottom,missing,Evening,1
32.0,Female,Desktop,Top,missing,Night,1
missing,missing,missing,Bottom,Social Media,missing,0
43.0,Non-Binary,missing,Top,missing,missing,1
29.0,Male,Tablet,Side,Education,missing,1
30.0,Male,Mobile,Bottom,missing,Evening,0
58.0,Female,Tablet,Bottom,missing,missing,0
missing,missing,Mobile,Top,Social Media,missing,1
missing,missing,Desktop,Side,missing,Morning,1
61.0,Non-Binary,missing,Bottom,News,Afternoon,1
missing,missing,missing,Side,missing,Evening,1
missing,Male,Mobile,Side,Shopping,missing,1
19.0,Non-Binary,Desktop,Top,missing,Morning,1
36.0,missing,Mobile,missing,Education,missing,0
missing,missing,Mobile,Bottom,Education,Night,1
missing,Non-Binary,missing,Side,missing,Morning,0
62.0,missing,Mobile,missing,missing,Morning,0
46.0,Female,Tablet,Side,Entertainment,Morning,1
missing,missing,Tablet,Bottom,missing,Afternoon,1
43.0,missing,missing,Side,Entertainment,Night,1
38.0,Non-Binary,Tablet,Bottom,missing,Morning,1
56.0,missing,Tablet,missing,Social Media,Afternoon,1
59.0,missing,Tablet,Side,missing,missing,1
missing,Female,Desktop,missing,Education,Morning,0
missing,missing,Mobile,Bottom,Entertainment,missing,1
56.0,Male,Desktop,Side,Entertainment,missing,0
42.0,missing,Tablet,missing,Shopping,Afternoon,1
missing,Male,Tablet,Bottom,News,missing,1
missing,missing,Mobile,Bottom,missing,Afternoon,1
18.0,missing,Mobile,missing,missing,Night,0
missing,Male,Desktop,missing,missing,Evening,1
40.0,Non-Binary,Mobile,Side,News,Night,0
missing,missing,Tablet,Side,News,Evening,0
missing,Non-Binary,Mobile,Bottom,missing,Afternoon,1
28.0,Non-Binary,Desktop,Side,missing,missing,1
missing,Female,Tablet,Bottom,missing,Night,1
53.0,Non-Binary,Tablet,Bottom,Education,Evening,0
32.0,Non-Binary,Mobile,missing,missing,Morning,1
57.0,Non-Binary,Mobile,missing,News,Night,1
50.0,Non-Binary,Mobile,Top,missing,missing,0
missing,Female,missing,missing,Social Media,Evening,0
missing,missing,missing,missing,missing,Evening,0
missing,missing,Desktop,Top,missing,Evening,0
53.0,Non-Binary,Tablet,Top,Shopping,Night,1
missing,missing,Tablet,missing,missing,Evening,1
missing,Female,missing,Top,missing,missing,1
47.0,Non-Binary,missing,Bottom,missing,Morning,0
22.0,missing,Desktop,Top,Shopping,Afternoon,1
19.0,Male,Desktop,Bottom,missing,Afternoon,1
missing,Male,Desktop,missing,missing,Evening,1
missing,missing,Desktop,Side,missing,Evening,1
missing,Male,missing,Bottom,Social Media,Evening,0
missing,Female,missing,Side,missing,Evening,1
52.0,missing,Tablet,Bottom,News,Morning,1
57.0,Male,Mobile,Top,missing,Evening,1
missing,Non-Binary,Desktop,Top,missing,Evening,0
missing,Female,missing,Top,missing,Afternoon,0
missing,Non-Binary,Tablet,Side,News,Morning,1
32.0,missing,Tablet,missing,News,Evening,0
61.0,missing,Tablet,missing,missing,Afternoon,1
missing,Female,Desktop,Side,Education,missing,1
44.0,Male,Desktop,missing,News,Afternoon,0
24.0,Male,Mobile,missing,Entertainment,Night,1
62.0,Female,Tablet,Side,News,missing,0
missing,Non-Binary,missing,missing,News,missing,1
missing,Female,Mobile,missing,missing,Night,1
missing,missing,Tablet,missing,Entertainment,Night,0
34.0,missing,Mobile,missing,missing,Morning,1
58.0,missing,Desktop,Side,missing,missing,1
41.0,Female,Mobile,Side,Education,missing,0
58.0,missing,missing,Top,missing,Afternoon,1
missing,Female,Mobile,Top,Shopping,Night,0
20.0,missing,Tablet,Side,News,missing,1
44.0,Female,Desktop,missing,Social Media,missing,0
28.0,Male,Mobile,Side,News,Night,0
missing,Female,Desktop,Side,missing,Morning,1
42.0,missing,Desktop,Top,missing,Night,1
missing,missing,Desktop,Bottom,missing,missing,1
62.0,missing,missing,missing,missing,Morning,0
37.0,missing,Tablet,Side,missing,Afternoon,1
49.0,Male,Desktop,Top,News,Afternoon,1
missing,missing,missing,Side,missing,Morning,1
28.0,Female,Desktop,Top,missing,Morning,1
missing,Non-Binary,missing,Bottom,missing,missing,1
28.0,Male,Desktop,Side,Social Media,Evening,1
missing,Male,Mobile,Bottom,missing,Afternoon,0
missing,Female,Desktop,Bottom,missing,missing,1
46.0,missing,Mobile,Side,Social Media,Morning,1
62.0,missing,Desktop,Bottom,missing,Night,1
18.0,Non-Binary,Desktop,Side,missing,missing,0
21.0,missing,Mobile,Top,Entertainment,Evening,1
18.0,Female,Mobile,Bottom,News,Morning,0
19.0,missing,Tablet,Top,Entertainment,Evening,1
missing,Female,Tablet,Bottom,Education,Evening,1
40.0,missing,Desktop,Side,Shopping,missing,1
44.0,missing,Tablet,Side,missing,missing,1
missing,missing,Desktop,Side,Shopping,Evening,0
26.0,Non-Binary,Desktop,Side,missing,missing,1
missing,missing,Tablet,Side,Education,Afternoon,1
missing,Male,missing,missing,missing,Night,0
47.0,Female,missing,Bottom,News,Night,0
missing,Non-Binary,Tablet,Bottom,missing,Morning,1
36.0,Female,Mobile,Top,missing,Morning,1
48.0,Non-Binary,missing,Side,missing,Night,0
37.0,Female,Tablet,Side,missing,missing,0
26.0,Non-Binary,Mobile,missing,Social Media,Evening,1
55.0,missing,Tablet,Side,missing,Evening,1
missing,missing,Tablet,Side,missing,Evening,1
missing,missing,Mobile,Side,Education,Evening,0
missing,Non-Binary,Mobile,Bottom,Social Media,Morning,1
44.0,Male,Tablet,Side,missing,Evening,1
missing,Female,Mobile,Bottom,Education,Evening,1
missing,missing,Tablet,Bottom,Education,Night,0
57.0,missing,Desktop,Bottom,Entertainment,Night,1
missing,Non-Binary,Desktop,Bottom,Entertainment,missing,1
34.0,missing,Mobile,Top,Entertainment,Morning,1
missing,Non-Binary,Tablet,Bottom,missing,Evening,0
42.0,missing,Mobile,Bottom,Education,Evening,0
57.0,missing,Mobile,missing,Education,Evening,0
missing,missing,Mobile,Side,Social Media,Afternoon,1
19.0,missing,missing,Top,Entertainment,Evening,1
missing,Female,Desktop,Bottom,Education,Morning,0
missing,Male,Tablet,Bottom,Shopping,Evening,1
63.0,Male,Desktop,Side,Social Media,Night,1
missing,Non-Binary,Mobile,missing,Shopping,Evening,1
43.0,Non-Binary,missing,missing,Shopping,Afternoon,1
59.0,Male,Desktop,Top,Entertainment,Afternoon,1
21.0,missing,Mobile,Bottom,Shopping,Morning,0
missing,missing,Tablet,Side,missing,Evening,1
missing,Non-Binary,Tablet,Side,missing,missing,1
49.0,Female,Desktop,missing,missing,Morning,0
26.0,missing,Mobile,Side,missing,missing,0
missing,missing,missing,Side,News,Night,1
18.0,missing,Tablet,Top,missing,Night,0
missing,Non-Binary,Tablet,Bottom,Social Media,missing,1
missing,Male,Tablet,Side,missing,Night,1
29.0,Non-Binary,Tablet,Bottom,missing,Morning,0
34.0,Female,Mobile,Side,missing,Evening,0
26.0,Male,Tablet,missing,missing,Night,1
missing,missing,Tablet,Side,Shopping,Afternoon,0
missing,missing,Desktop,Side,missing,Night,1
25.0,missing,Mobile,Top,missing,Afternoon,0
62.0,missing,Tablet,Side,News,missing,0
missing,missing,Tablet,Bottom,Entertainment,Night,0
missing,missing,missing,Bottom,missing,Night,1
40.0,missing,Desktop,missing,missing,Morning,1
missing,Non-Binary,Desktop,Side,missing,Afternoon,1
34.0,Female,Mobile,Bottom,Entertainment,Morning,1
missing,missing,Tablet,Top,missing,Afternoon,1
29.0,Male,Tablet,Bottom,Shopping,Morning,1
36.0,missing,Tablet,Side,missing,Morning,1
43.0,Male,Tablet,Bottom,Social Media,Morning,0
32.0,missing,Mobile,Bottom,missing,missing,1
61.0,Non-Binary,Mobile,missing,missing,Evening,0
46.0,Female,Tablet,Side,missing,Afternoon,1
missing,Non-Binary,Mobile,Side,Shopping,Evening,1
57.0,Male,Mobile,Top,missing,Evening,0
missing,Non-Binary,Mobile,Side,missing,Night,1
39.0,Female,Tablet,Bottom,missing,Morning,0
48.0,Female,Tablet,Side,missing,Afternoon,1
59.0,missing,Desktop,Bottom,missing,Evening,0
52.0,Female,Mobile,Top,Social Media,missing,1
62.0,Female,Desktop,missing,Shopping,Afternoon,1
62.0,Non-Binary,Mobile,Side,missing,missing,0
missing,Female,missing,Bottom,missing,Evening,1
36.0,missing,Desktop,Bottom,Education,Morning,1
missing,Male,missing,missing,missing,Night,1
38.0,missing,Desktop,missing,missing,Afternoon,1
missing,Male,Desktop,missing,missing,Night,0
missing,Male,Tablet,Side,missing,missing,1
38.0,missing,Tablet,Side,Social Media,Afternoon,1
49.0,missing,Tablet,Top,missing,Morning,0
20.0,Female,Mobile,Top,Entertainment,Afternoon,1
missing,Non-Binary,Desktop,Top,missing,Evening,1
missing,missing,Desktop,Bottom,missing,Night,1
missing,missing,Desktop,Side,missing,missing,1
missing,missing,Tablet,Top,Education,Morning,1
missing,Male,Tablet,Bottom,Shopping,Evening,1
52.0,Non-Binary,missing,Top,Education,missing,0
25.0,Male,Desktop,missing,Education,Night,1
40.0,missing,Tablet,missing,Shopping,Afternoon,0
38.0,missing,Desktop,missing,missing,Afternoon,1
29.0,missing,Tablet,missing,Education,Afternoon,1
missing,missing,Mobile,missing,Shopping,Night,0
45.0,Female,missing,Bottom,missing,Afternoon,0
missing,Male,Mobile,missing,Entertainment,Morning,0
missing,Female,Desktop,Top,Entertainment,missing,1
38.0,missing,Desktop,Side,missing,missing,1
58.0,missing,Mobile,missing,Entertainment,Evening,1
50.0,missing,Tablet,Bottom,missing,missing,0
57.0,Female,Mobile,Bottom,Social Media,missing,0
56.0,missing,missing,Bottom,Social Media,Afternoon,1
45.0,missing,Desktop,Side,missing,Night,1
missing,Non-Binary,Desktop,missing,missing,Morning,0
missing,Male,Tablet,Bottom,missing,Morning,1
missing,Female,Mobile,Top,News,Afternoon,1
33.0,missing,Mobile,Side,missing,Night,0
54.0,missing,Mobile,missing,missing,Night,1
missing,Female,Mobile,Bottom,missing,Evening,0
missing,Female,Mobile,Top,missing,missing,0
59.0,missing,Tablet,missing,missing,Night,1
missing,missing,Desktop,Side,missing,Afternoon,1
missing,Non-Binary,Tablet,Side,News,missing,1
61.0,missing,Tablet,Side,Entertainment,Morning,1
missing,Female,missing,Top,Shopping,Morning,1
31.0,missing,Desktop,Bottom,Entertainment,Night,1
missing,missing,Desktop,missing,missing,Afternoon,1
42.0,Non-Binary,Desktop,Top,Social Media,Night,1
missing,missing,missing,Top,missing,Afternoon,0
43.0,missing,Desktop,Side,Social Media,Morning,1
64.0,missing,Mobile,Side,Social Media,Afternoon,1
24.0,missing,missing,Top,missing,Night,0
missing,Non-Binary,Tablet,Top,News,Afternoon,0
missing,missing,Desktop,Top,Entertainment,missing,0
missing,Male,Desktop,Top,Shopping,missing,0
missing,Non-Binary,Mobile,Bottom,Social Media,Morning,1
60.0,missing,missing,missing,missing,Afternoon,0
missing,missing,Desktop,Bottom,News,Night,0
missing,Male,Tablet,Top,News,Evening,1
38.0,missing,missing,missing,missing,Afternoon,1
missing,missing,Mobile,Side,missing,Morning,0
22.0,missing,Mobile,Top,missing,Evening,0
40.0,missing,Desktop,Bottom,Shopping,Morning,1
23.0,Female,missing,missing,Entertainment,Evening,1
missing,Non-Binary,Desktop,Side,missing,Afternoon,1
49.0,Male,Mobile,missing,News,missing,1
missing,missing,Desktop,Side,missing,Afternoon,0
28.0,Male,Mobile,missing,missing,Afternoon,1
58.0,missing,Mobile,Side,missing,missing,1
missing,Non-Binary,Desktop,Bottom,Entertainment,Afternoon,1
24.0,Male,Mobile,Bottom,missing,Night,1
missing,Male,Desktop,Top,missing,Morning,1
41.0,Female,Mobile,Top,Entertainment,missing,1
24.0,Non-Binary,Mobile,Top,missing,Afternoon,0
missing,Male,missing,missing,News,Morning,1
missing,Male,Mobile,Bottom,News,Afternoon,1
missing,missing,Mobile,Side,Social Media,Afternoon,1
missing,missing,missing,Bottom,missing,Night,0
missing,Female,Mobile,Top,Entertainment,missing,1
missing,missing,Desktop,Bottom,missing,Afternoon,1
30.0,missing,Mobile,Side,Entertainment,Night,1
41.0,missing,Tablet,Top,missing,Evening,1
41.0,Female,Desktop,Top,missing,Afternoon,0
missing,Female,Desktop,Top,missing,Morning,1
25.0,Female,missing,Bottom,Shopping,Morning,0
35.0,Female,Tablet,missing,Education,Evening,1
34.0,Female,Mobile,Bottom,Entertainment,Afternoon,1
60.0,Male,Desktop,Side,Education,Night,0
missing,Non-Binary,missing,Side,missing,Evening,0
46.0,missing,Desktop,missing,Shopping,Morning,1
56.0,missing,Desktop,Top,missing,Afternoon,1
49.0,Non-Binary,missing,Top,missing,Morning,1
missing,Non-Binary,Tablet,Top,Entertainment,missing,1
26.0,Non-Binary,Tablet,Top,missing,Evening,0
45.0,Non-Binary,Desktop,Top,missing,missing,0
missing,Female,Mobile,Bottom,Entertainment,Afternoon,1
missing,Male,Mobile,Bottom,Education,Morning,1
46.0,missing,Desktop,Bottom,Education,Evening,1
missing,Female,Mobile,Top,Education,Morning,1
missing,Non-Binary,Tablet,missing,Shopping,Afternoon,1
missing,Non-Binary,missing,Side,missing,Afternoon,1
missing,Non-Binary,Tablet,missing,missing,Evening,1
48.0,Female,Desktop,Top,News,Afternoon,0
missing,Male,missing,missing,missing,Evening,1
missing,Non-Binary,Mobile,missing,missing,Night,1
missing,missing,Desktop,Bottom,missing,Morning,0
missing,missing,missing,Bottom,missing,Evening,0
missing,Male,missing,missing,missing,Morning,1
54.0,missing,missing,Top,News,Evening,1
missing,missing,Desktop,Side,missing,Evening,1
20.0,missing,Desktop,missing,missing,Morning,0
53.0,missing,Mobile,Side,News,Morning,1
missing,Male,Mobile,Bottom,Shopping,Night,0
43.0,missing,missing,missing,Education,Evening,1
53.0,Male,Desktop,Top,Entertainment,missing,0
missing,missing,Mobile,missing,Entertainment,Morning,1
40.0,missing,Desktop,Side,Shopping,Afternoon,1
missing,Non-Binary,Desktop,Top,missing,missing,0
missing,missing,Mobile,Top,missing,Evening,1
missing,Female,Tablet,Top,News,Night,1
60.0,missing,Tablet,Side,missing,Afternoon,1
missing,missing,Desktop,missing,missing,Morning,1
42.0,Non-Binary,Desktop,Top,Social Media,Night,1
43.0,Male,Mobile,Bottom,missing,Evening,1
missing,missing,Mobile,Side,missing,Afternoon,1
missing,missing,Desktop,Side,missing,Morning,1
24.0,Female,Mobile,Top,News,Afternoon,0
missing,Female,missing,Top,Entertainment,Morning,0
missing,Male,missing,Side,Social Media,Night,1
missing,Female,Mobile,Side,News,Evening,0
missing,Female,missing,Bottom,Education,Evening,1
missing,Non-Binary,Desktop,Bottom,Entertainment,Afternoon,1
missing,Male,Desktop,Top,Entertainment,Morning,0
missing,Non-Binary,Tablet,missing,missing,missing,0
56.0,Female,Tablet,Bottom,News,Morning,1
24.0,Male,Mobile,Bottom,missing,Night,1
37.0,missing,missing,Bottom,News,Evening,0
52.0,Female,missing,Top,Education,Morning,1
missing,Non-Binary,Tablet,missing,Shopping,Afternoon,1
28.0,missing,Tablet,Side,Social Media,Evening,1
missing,missing,Tablet,Top,missing,Afternoon,0
missing,Non-Binary,Desktop,Bottom,Education,Evening,0
missing,missing,Desktop,missing,Education,Evening,0
22.0,missing,Desktop,missing,Entertainment,missing,1
missing,Female,Desktop,Top,missing,Night,1
24.0,missing,missing,Side,Entertainment,missing,1
43.0,Non-Binary,missing,Side,Entertainment,Night,1
21.0,missing,Tablet,Bottom,missing,Afternoon,1
39.0,Male,Desktop,Top,missing,Morning,0
missing,Male,Desktop,Bottom,missing,Afternoon,0
54.0,Female,Tablet,Top,News,Evening,1
44.0,Female,Tablet,Bottom,missing,Night,0
36.0,Female,Desktop,missing,Entertainment,Afternoon,1
missing,missing,Desktop,Top,missing,Afternoon,1
missing,Non-Binary,missing,Side,missing,Evening,1
60.0,missing,Mobile,Bottom,missing,Morning,0
missing,missing,Desktop,Bottom,Education,Night,1
missing,missing,Tablet,Side,missing,missing,0
34.0,Non-Binary,Mobile,Bottom,missing,Afternoon,1
38.0,Non-Binary,missing,Top,missing,missing,1
49.0,Male,Desktop,Top,Shopping,Morning,1
19.0,Male,Tablet,Side,missing,Morning,1
47.0,missing,missing,Bottom,Shopping,Afternoon,1
